step,agent_id,attention,destination,emissions_total_g,location,modal_share,mode,performance,stress,t,working_memory
143,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,143,0.0
143,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,143,0.0217
143,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.6,143,0.0
143,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,143,0.0
143,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,143,0.0582
143,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.6,143,0.0
143,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.6,143,0.0
143,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.6,143,0.0
143,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.6,143,0.0171
143,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
144,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,144,0.0
144,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.6,144,0.0393
144,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,144,0.0
144,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,144,0.0325
144,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,144,0.0361
144,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.6,144,0.0413
144,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,144,0.0
144,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,144,0.0139
144,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.6,144,0.0398
144,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.6,144,0.0376
144,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.6,144,0.0
144,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.6,144,0.0113
144,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
145,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,145,0.0
145,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.6,145,0.0326
145,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,145,0.0
145,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,145,0.0189
145,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,145,0.0
145,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.6,145,0.0468
145,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,145,0.0321
145,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,145,0.0
145,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.6,145,0.0
145,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.6,145,0.0202
145,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.6,145,0.0
145,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.6,145,0.0243
145,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
146,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,146,0.0271
146,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.6,146,0.0133
146,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,146,0.0069
146,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,146,0.0266
146,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,146,0.0362
146,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.6,146,0.0022
146,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,146,0.0
146,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,146,0.0
146,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.6,146,0.0
146,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.6,146,0.0
146,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.6,146,0.0
146,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.6,146,0.0207
146,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
147,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,147,0.0
147,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.6,147,0.0064
147,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,147,0.0
147,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,147,0.0125
147,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,147,0.0255
147,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.6,147,0.0
147,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,147,0.0259
147,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,147,0.0363
147,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.6,147,0.0
147,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.6,147,0.0192
147,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.6,147,0.0263
147,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.6,147,0.0299
147,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
148,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,148,0.0052
148,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.6,148,0.0353
148,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,148,0.0
148,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,148,0.0
148,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,148,0.0404
148,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.6,148,0.0109
148,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,148,0.0
148,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,148,0.0684
148,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.6,148,0.0
148,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.6,148,0.0458
148,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.6,148,0.012
148,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.6,148,0.0086
148,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
149,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,149,0.0
149,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.6,149,0.0
149,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,149,0.0134
149,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,149,0.0
149,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,149,0.0
149,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.6,149,0.012
149,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,149,0.0007
149,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,149,0.0519
149,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.6,149,0.0485
149,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.6,149,0.0184
149,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.6,149,0.0272
149,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.6,149,0.0
149,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
150,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,150,0.0383
150,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.6,150,0.0268
150,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,150,0.0168
150,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,150,0.0
150,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,150,0.0427
150,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.6,150,0.0
150,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,150,0.0027
150,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,150,0.0099
150,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.6,150,0.0713
150,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.6,150,0.0274
150,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.6,150,0.0404
150,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.6,150,0.0
150,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
151,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,151,0.0275
151,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.6,151,0.0105
151,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,151,0.0
151,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,151,0.0
151,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,151,0.0003
151,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.6,151,0.009
151,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,151,0.0428
151,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,151,0.0009
151,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.6,151,0.0743
151,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.6,151,0.0431
151,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.6,151,0.0494
151,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.6,151,0.0048
151,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
152,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,152,0.0248
152,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.6,152,0.0
152,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,152,0.0214
152,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,152,0.0249
152,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,152,0.0
152,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.6,152,0.0419
152,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,152,0.0165
152,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,152,0.0121
152,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.6,152,0.063
152,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.6,152,0.0309
152,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.6,152,0.0436
152,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.6,152,0.0
152,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
153,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,153,0.0
153,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.6,153,0.0
153,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,153,0.0591
153,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,153,0.0
153,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,153,0.0434
153,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.6,153,0.0267
153,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,153,0.0563
153,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,153,0.0
153,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.6,153,0.0787
153,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.6,153,0.061
153,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.6,153,0.0
153,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.6,153,0.0045
153,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
154,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,154,0.0399
154,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.6,154,0.0003
154,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,154,0.0586
154,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,154,0.0187
154,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,154,0.0319
154,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.6,154,0.0
154,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,154,0.0583
154,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,154,0.0327
154,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.6,154,0.0202
154,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.6,154,0.0592
154,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.6,154,0.0
154,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.6,154,0.0
154,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
155,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,155,0.06
155,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.6,155,0.0
155,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,155,0.0451
155,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,155,0.0285
155,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,155,0.0482
155,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.6,155,0.0
155,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,155,0.0633
155,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,155,0.0337
155,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.6,155,0.0325
155,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.6,155,0.0
155,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.6,155,0.021
155,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.6,155,0.0003
155,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
156,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,156,0.007
156,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.6,156,0.0
156,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,156,0.0226
156,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,156,0.0024
156,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,156,0.0
156,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.6,156,0.0462
156,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,156,0.0
156,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,156,0.0112
156,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.6,156,0.0566
156,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.6,156,0.0
156,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.6,156,0.0034
156,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.6,156,0.0004
156,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
157,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,157,0.0
157,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.6,157,0.0
157,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,157,0.0623
157,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,157,0.0
157,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,157,0.0108
157,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.6,157,0.0418
157,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,157,0.0251
157,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,157,0.0
157,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.6,157,0.0264
157,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.6,157,0.0218
157,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.6,157,0.0
157,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.6,157,0.0113
157,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
158,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,158,0.0384
158,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.6,158,0.0
158,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,158,0.0113
158,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,158,0.0358
158,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,158,0.0135
158,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.6,158,0.0097
