step,agent_id,attention,destination,emissions_total_g,location,modal_share,mode,performance,stress,t,working_memory
15,agent_7,0.4262,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.3251,0.2755,15,0.4446
15,agent_8,0.4087,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.338,0.2642,15,0.479
15,agent_9,0.4262,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.3601,0.2352,15,0.4811
15,agent_10,0.4291,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.3705,0.2291,15,0.4951
15,agent_11,0.4463,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.3649,0.2461,15,0.4825
15,agent_12,0.4375,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.3163,0.2574,15,0.3958
15,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
16,agent_1,0.4193,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.3096,0.2888,16,0.4306
16,agent_2,0.4078,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.3005,0.2736,16,0.4068
16,agent_3,0.4013,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.2931,0.2861,16,0.4097
16,agent_4,0.3898,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.2903,0.2919,16,0.4207
16,agent_5,0.4215,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.3083,0.2576,16,0.3943
16,agent_6,0.412,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.3068,0.276,16,0.4191
16,agent_7,0.4214,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.3073,0.2789,16,0.4136
16,agent_8,0.3991,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.3052,0.2703,16,0.4225
16,agent_9,0.4235,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.327,0.2428,16,0.4187
16,agent_10,0.4239,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.3705,0.2292,16,0.5004
16,agent_11,0.4378,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.3538,0.2462,16,0.4667
16,agent_12,0.4317,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.3053,0.2649,16,0.3849
16,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
17,agent_1,0.4139,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.327,0.2857,17,0.4712
17,agent_2,0.4062,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.2981,0.2793,17,0.4088
17,agent_3,0.3931,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.2611,0.2967,17,0.358
17,agent_4,0.3865,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.288,0.2959,17,0.4231
17,agent_5,0.4149,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.2841,0.2693,17,0.3594
17,agent_6,0.4051,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.293,0.2822,17,0.4018
17,agent_7,0.4122,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.3087,0.2814,17,0.4283
17,agent_8,0.3947,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.2858,0.2791,17,0.3932
17,agent_9,0.4228,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.313,0.2516,17,0.3974
17,agent_10,0.419,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.3721,0.229,17,0.5085
17,agent_11,0.4332,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.3287,0.2512,17,0.4212
17,agent_12,0.4292,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.3229,0.2673,17,0.4285
17,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
18,agent_1,0.407,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.3146,0.2856,18,0.4507
18,agent_2,0.3966,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.3064,0.2821,18,0.4395
18,agent_3,0.3889,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.2768,0.302,18,0.402
18,agent_4,0.3842,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.2891,0.2989,18,0.4307
18,agent_5,0.4079,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.3043,0.2746,18,0.416
18,agent_6,0.3998,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.2752,0.2907,18,0.3763
18,agent_7,0.4033,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.2933,0.2865,18,0.4085
18,agent_8,0.389,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.2647,0.2903,18,0.3637
18,agent_9,0.4197,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.3104,0.2592,18,0.4023
18,agent_10,0.4193,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.3707,0.229,18,0.5052
18,agent_11,0.4241,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.307,0.2595,18,0.3908
18,agent_12,0.4233,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.3342,0.267,18,0.4589
18,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
19,agent_1,0.4046,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.3101,0.2865,19,0.4441
19,agent_2,0.3918,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.3149,0.2827,19,0.4637
19,agent_3,0.3822,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.2442,0.3128,19,0.3479
19,agent_4,0.3813,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.2838,0.3024,19,0.4253
19,agent_5,0.3993,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.2845,0.2827,19,0.3895
19,agent_6,0.3955,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.2925,0.2941,19,0.4221
19,agent_7,0.4007,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.3026,0.2887,19,0.4336
19,agent_8,0.3807,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.2564,0.301,19,0.3642
19,agent_9,0.4122,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.291,0.2692,19,0.3772
19,agent_10,0.418,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.3685,0.2295,19,0.5022
19,agent_11,0.4209,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.3237,0.2629,19,0.4341
19,agent_12,0.4153,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.3138,0.2709,19,0.4259
19,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
20,agent_1,0.4024,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.3042,0.2883,20,0.4352
20,agent_2,0.388,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.2773,0.2907,20,0.3928
20,agent_3,0.3781,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.2558,0.319,20,0.3837
20,agent_4,0.3762,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.248,0.3123,20,0.3617
20,agent_5,0.3963,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.2664,0.2929,20,0.3626
20,agent_6,0.3939,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.302,0.2949,20,0.4454
20,agent_7,0.3927,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.2829,0.2944,20,0.4039
20,agent_8,0.3758,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.2616,0.3085,20,0.3882
20,agent_9,0.4076,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.2864,0.2781,20,0.3805
20,agent_10,0.4143,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.3326,0.2371,20,0.4345
20,agent_11,0.4172,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.3134,0.2676,20,0.42
20,agent_12,0.4145,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.296,0.2775,20,0.3941
20,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
21,agent_1,0.3987,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.2716,0.2963,21,0.3752
21,agent_2,0.3834,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.2843,0.2957,21,0.4177
21,agent_3,0.3733,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.2402,0.3272,21,0.3624
21,agent_4,0.3741,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.266,0.3166,21,0.4078
21,agent_5,0.3866,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.2497,0.3044,21,0.347
21,agent_6,0.3852,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.2975,0.2964,21,0.4457
21,agent_7,0.3847,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.2623,0.303,21,0.3754
21,agent_8,0.3696,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.2458,0.3176,21,0.3687
21,agent_9,0.4033,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.295,0.2834,21,0.4092
21,agent_10,0.4144,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.3238,0.2449,21,0.4229
21,agent_11,0.4071,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.2791,0.2783,21,0.3653
21,agent_12,0.4053,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.2676,0.2885,21,0.3518
21,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
22,agent_1,0.3901,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.2565,0.3058,22,0.3601
22,agent_2,0.3814,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.2656,0.3035,22,0.3863
22,agent_3,0.37,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.2434,0.3331,22,0.3785
22,agent_4,0.3663,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.2584,0.3216,22,0.4038
22,agent_5,0.3816,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.2601,0.3115,22,0.382
22,agent_6,0.382,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.2878,0.2996,22,0.4307
22,agent_7,0.3786,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.2373,0.315,22,0.3383
22,agent_8,0.3679,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.255,0.3231,22,0.3961
22,agent_9,0.4008,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.3076,0.2852,22,0.4412
22,agent_10,0.4047,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.3089,0.2542,22,0.4091
22,agent_11,0.4031,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.2819,0.2862,22,0.3834
22,agent_12,0.4013,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.2871,0.2934,22,0.4037
22,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
23,agent_1,0.3798,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.2382,0.317,23,0.3412
23,agent_2,0.3757,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.2675,0.3093,23,0.4022
23,agent_3,0.3643,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.2373,0.339,23,0.3768
23,agent_4,0.355,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.241,0.3291,23,0.3843
23,agent_5,0.3772,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.2323,0.3228,23,0.3366
23,agent_6,0.3777,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.2631,0.307,23,0.3881
23,agent_7,0.3685,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.2158,0.3288,23,0.3151
23,agent_8,0.362,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.2451,0.3295,23,0.3866
23,agent_9,0.3964,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.319,0.2844,23,0.4699
23,agent_10,0.3987,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.2852,0.2663,23,0.375
23,agent_11,0.3969,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.2619,0.2966,23,0.3559
23,agent_12,0.391,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.2763,0.2994,23,0.3964
23,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
24,agent_1,0.3694,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.2231,0.329,24,0.3303
24,agent_2,0.3661,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.2707,0.3133,24,0.4226
24,agent_3,0.3548,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.2236,0.3465,24,0.3636
24,agent_4,0.3496,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.2181,0.3397,24,0.3498
24,agent_5,0.3686,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.2106,0.3361,24,0.3109
24,agent_6,0.3743,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.2426,0.3171,24,0.3565
24,agent_7,0.3602,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.2169,0.3397,24,0.3366
24,agent_8,0.3519,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.2155,0.3405,24,0.3427
24,agent_9,0.3906,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.32,0.2835,24,0.4769
24,agent_10,0.398,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.2652,0.28,24,0.3454
24,agent_11,0.3872,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.2432,0.3086,24,0.3365
24,agent_12,0.3839,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.2593,0.3077,24,0.3742
24,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
25,agent_1,0.3642,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.2157,0.34,25,0.3304
25,agent_2,0.3627,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.2329,0.324,25,0.3536
25,agent_3,0.3508,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.2252,0.3521,25,0.3769
25,agent_4,0.342,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.2252,0.3467,25,0.3802
25,agent_5,0.3624,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.2059,0.3477,25,0.3181
25,agent_6,0.3685,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.2262,0.3284,25,0.3375
25,agent_7,0.3516,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.2078,0.3502,25,0.3357
25,agent_8,0.3409,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.2273,0.3469,25,0.3862
25,agent_9,0.3881,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.3172,0.2833,25,0.4732
25,agent_10,0.3965,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.2716,0.2897,25,0.3708
25,agent_11,0.3773,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.2466,0.3176,25,0.3628
25,agent_12,0.3751,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.246,0.3169,25,0.363
25,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
26,agent_1,0.3561,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.1978,0.3525,26,0.3116
26,agent_2,0.3571,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.2199,0.3353,26,0.3418
26,agent_3,0.3422,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.2277,0.3562,26,0.395
26,agent_4,0.3315,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.2052,0.3563,26,0.3563
26,agent_5,0.358,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.2104,0.3561,26,0.3409
26,agent_6,0.3623,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.2005,0.3427,26,0.3014
26,agent_7,0.3473,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.2178,0.3566,26,0.3685
26,agent_8,0.3373,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.1913,0.3593,26,0.3229
26,agent_9,0.3787,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.2972,0.2872,26,0.4424
26,agent_10,0.3874,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.2595,0.2998,26,0.3633
26,agent_11,0.3691,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.2429,0.3255,26,0.3708
26,agent_12,0.3652,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.2589,0.3218,26,0.4061
26,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
27,agent_1,0.3467,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.217,0.3586,27,0.3693
27,agent_2,0.3473,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.2168,0.3449,27,0.3545
27,agent_3,0.3385,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.1902,0.3669,27,0.3267
27,agent_4,0.3202,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.1828,0.3685,27,0.3303
27,agent_5,0.3517,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.1896,0.3669,27,0.3124
27,agent_6,0.3536,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.2149,0.3512,27,0.3503
27,agent_7,0.3394,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.2248,0.3603,27,0.3955
27,agent_8,0.332,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.1793,0.3716,27,0.314
27,agent_9,0.3731,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.2587,0.298,27,0.374
27,agent_10,0.381,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.2366,0.3125,27,0.3321
27,agent_11,0.3618,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.2367,0.3331,27,0.372
27,agent_12,0.3558,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.2439,0.3286,27,0.3895
27,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
28,agent_1,0.341,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.2116,0.3645,28,0.3689
28,agent_2,0.3451,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.2125,0.3534,28,0.3559
28,agent_3,0.3277,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.1668,0.3802,28,0.2995
28,agent_4,0.3167,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.179,0.379,28,0.3361
